ticket_id,date,park_price,our_price,savings
48,2026-02-16,93,52,41
48,2026-02-17,80,49,31
48,2026-02-18,90,49,41
48,2026-02-19,93,52,41
48,2026-02-20,90,49,41
48,2026-02-21,98,57,41
48,2026-02-22,98,57,41
48,2026-02-23,90,49,41
48,2026-02-24,95,54,41
48,2026-02-25,95,54,41
48,2026-02-26,98,57,41
48,2026-02-27,100,59,41
48,2026-02-28,110,69,41
48,2026-03-01,108,67,41
48,2026-03-02,100,59,41
48,2026-03-03,100,59,41
48,2026-03-04,100,59,41
48,2026-03-05,100,59,41
48,2026-03-06,108,67,41
48,2026-03-07,110,69,41
48,2026-03-08,108,67,41
48,2026-03-09,103,62,41
48,2026-03-10,103,62,41
48,2026-03-11,103,62,41
48,2026-03-12,103,62,41
48,2026-03-13,108,67,41
48,2026-03-14,115,74,41
48,2026-03-15,115,74,41
48,2026-03-16,105,64,41
48,2026-03-17,103,62,41
48,2026-03-18,103,62,41
48,2026-03-19,105,64,41
48,2026-03-20,110,69,41
48,2026-03-21,115,74,41
48,2026-03-22,115,74,41
48,2026-03-23,100,59,41
48,2026-03-24,95,54,41
48,2026-03-25,95,54,41
48,2026-03-26,95,54,41
48,2026-03-27,100,59,41
48,2026-03-28,105,64,41
48,2026-03-29,105,64,41
48,2026-03-30,105,64,41
48,2026-03-31,105,64,41
48,2026-04-01,105,64,41
48,2026-04-02,105,64,41
48,2026-04-03,110,69,41
48,2026-04-04,115,74,41
48,2026-04-05,115,74,41
48,2026-04-06,93,52,41
48,2026-04-07,90,49,41
48,2026-04-08,90,49,41
48,2026-04-09,90,49,41
48,2026-04-10,98,57,41
48,2026-04-11,105,64,41
48,2026-04-12,100,59,41
48,2026-04-13,93,52,41
48,2026-04-14,90,49,41
48,2026-04-15,80,49,31
48,2026-04-16,90,49,41
48,2026-04-17,98,57,41
48,2026-04-18,105,64,41
48,2026-04-19,100,59,41
48,2026-04-20,85,49,36
48,2026-04-21,80,49,31
48,2026-04-22,80,49,31
48,2026-04-23,80,49,31
48,2026-04-24,80,49,31
48,2026-04-25,98,57,41
48,2026-04-26,98,57,41
48,2026-04-27,82,49,33
48,2026-04-28,87,49,38
48,2026-04-29,82,49,33
48,2026-04-30,93,52,41
48,2026-05-01,93,52,41
48,2026-05-02,108,67,41
48,2026-05-03,105,64,41
48,2026-05-04,93,52,41
48,2026-05-05,95,54,41
48,2026-05-06,90,49,41
48,2026-05-07,90,49,41
48,2026-05-08,98,57,41
48,2026-05-09,110,69,41
48,2026-05-10,110,69,41
48,2026-05-11,80,49,31
48,2026-05-12,80,49,31
48,2026-05-13,80,49,31
48,2026-05-14,80,49,31
48,2026-05-15,80,49,31
48,2026-05-16,85,49,36
48,2026-05-17,80,49,31
48,2026-05-18,80,49,31
48,2026-05-19,80,49,31
48,2026-05-20,80,49,31
48,2026-05-21,80,49,31
48,2026-05-22,80,49,31
48,2026-05-23,85,49,36
48,2026-05-24,85,49,36
48,2026-05-25,80,49,31
48,2026-05-26,80,49,31
48,2026-05-27,80,49,31
48,2026-05-28,80,49,31
48,2026-05-29,80,49,31
48,2026-05-30,80,49,31
48,2026-05-31,80,49,31
48,2026-06-01,80,49,31
48,2026-06-02,80,49,31
48,2026-06-03,80,49,31
48,2026-06-04,80,49,31
48,2026-06-05,85,49,36
48,2026-06-06,90,49,41
48,2026-06-07,87,49,38
48,2026-06-08,80,49,31
48,2026-06-09,80,49,31
48,2026-06-10,80,49,31
48,2026-06-11,80,49,31
48,2026-06-12,87,49,38
48,2026-06-13,98,57,41
48,2026-06-14,90,49,41
48,2026-06-15,80,49,31
48,2026-06-16,80,49,31
48,2026-06-17,80,49,31
48,2026-06-18,80,49,31
48,2026-06-19,80,49,31
48,2026-06-20,80,49,31
48,2026-06-21,80,49,31
48,2026-06-22,80,49,31
48,2026-06-23,80,49,31
48,2026-06-24,80,49,31
48,2026-06-25,80,49,31
48,2026-06-26,80,49,31
48,2026-06-27,80,49,31
48,2026-06-28,80,49,31
48,2026-06-29,80,49,31
48,2026-06-30,80,49,31
48,2026-07-01,80,49,31
48,2026-07-02,80,49,31
48,2026-07-03,80,49,31
48,2026-07-04,80,49,31
48,2026-07-05,80,49,31
48,2026-07-06,80,49,31
48,2026-07-07,80,49,31
48,2026-07-08,80,49,31
48,2026-07-09,80,49,31
48,2026-07-10,80,49,31
48,2026-07-11,80,49,31
48,2026-07-12,80,49,31
48,2026-07-13,80,49,31
48,2026-07-14,80,49,31
48,2026-07-15,80,49,31
48,2026-07-16,80,49,31
48,2026-07-17,80,49,31
48,2026-07-18,80,49,31
48,2026-07-19,80,49,31
48,2026-07-20,80,49,31
48,2026-07-21,80,49,31
48,2026-07-22,80,49,31
48,2026-07-23,80,49,31
48,2026-07-24,80,49,31
48,2026-07-25,80,49,31
48,2026-07-26,80,49,31
48,2026-07-27,80,49,31
48,2026-07-28,80,49,31
48,2026-07-29,80,49,31
48,2026-07-30,80,49,31
48,2026-07-31,80,49,31
48,2026-08-01,80,49,31
48,2026-08-02,80,49,31
48,2026-08-03,80,49,31
48,2026-08-04,80,49,31
48,2026-08-05,80,49,31
48,2026-08-06,80,49,31
48,2026-08-07,80,49,31
48,2026-08-08,80,49,31
48,2026-08-09,80,49,31
48,2026-08-10,80,49,31
48,2026-08-11,80,49,31
48,2026-08-12,80,49,31
48,2026-08-13,80,49,31
48,2026-08-14,80,49,31
48,2026-08-15,80,49,31
48,2026-08-16,80,49,31
48,2026-08-17,80,49,31
48,2026-08-18,80,49,31
48,2026-08-19,80,49,31
48,2026-08-20,80,49,31
48,2026-08-21,80,49,31
48,2026-08-22,80,49,31
48,2026-08-23,80,49,31
48,2026-08-24,80,49,31
48,2026-08-25,80,49,31
48,2026-08-26,80,49,31
48,2026-08-27,80,49,31
48,2026-08-28,80,49,31
48,2026-08-29,90,49,41
48,2026-08-30,90,49,41
48,2026-08-31,80,49,31
48,2026-09-01,80,49,31
48,2026-09-02,80,49,31
48,2026-09-03,80,49,31
